name,color,year,listed,notes,x16_box,x24_box,x32_box,x64_box,interval,id,hue,sat,val,L,U,V,hue2
Pacific Blue,#009DC4,2013,#009DC4,,No,No,No,Yes,1,6687,191.9387755102041,1,0.7686274509803922,59.97573376643835,-42.22128080510149,-43.46467902850848,-2.341684400537175
Caribbean Green,#00CC99,2013,#00CC99,,No,No,No,No,1,6688,165,1,0.8,73.20829911702398,-61.66958851807147,28.229147286679822,2.7123139795567304
Robin's Egg Blue,#00CCCC,2013,#00CCCC,,No,No,No,Yes,1,6689,180,1,0.8,74.53454627130418,-57.65432185175312,-12.430697533102748,-2.9292360175570016
Pine Green,#01796F,2013,#01796F,"Known as ""Dark Chrome Green"" (""Chrome Green, Dark"" on labels) or ""Dark Green"", 1903–1949.[2]",No,No,No,No,2,6690,175,0.9917355371900827,0.4745098039215686,45.39721311610773,-36.06531543049438,0.6384136958246481,3.1238929046991486
Green,#01A638,2013,#01A638,,Yes,Yes,Yes,Yes,1,6691,140,0.9939759036144579,0.6509803921568628,59.49165200449414,-54.87011473507741,61.5734482953604,2.2986907247892945
Cerulean,#02A4D3,2013,#02A4D3,,No,Yes,Yes,Yes,1,6692,193.49282296650716,0.990521327014218,0.8274509803921568,62.72942247896265,-43.40926998523761,-50.807990067563566,-2.2778270280005923
Denim,#1560BD,2013,#1560BD,,No,No,No,No,1,6693,213.21428571428572,0.8888888888888888,0.7411764705882353,41.527997205931165,-21.450054037432697,-81.51755402820766,-1.8280978548272062
Mountain Meadow,#1AB385,2013,#1AB385,,No,No,No,No,1,6694,161.9607843137255,0.8547486033519553,0.7019607843137254,65.0821003554829,-53.25270874498426,25.851229390548337,2.6896571808136693
Jungle Green,#29AB87,2013,#29AB87,,No,No,No,No,1,6695,163.3846153846154,0.7602339181286549,0.6705882352941176,62.79719776254977,-48.54984831300477,19.039241765104865,2.767864306139341
Outer Space,#2D383A,2013,#2D383A,,No,No,No,No,1,6696,189.23076923076923,0.2241379310344827,0.22745098039215686,22.624571206995242,-5.116399522175535,-2.516826763075254,-2.6844350259830834
Shamrock,#33CC99,2013,#33CC99,,No,No,No,No,1,6697,160,0.7500000000000001,0.8,73.66624428633499,-57.635586591333116,28.752025448625876,2.6788583395217462
Indigo,#4F69C6,2013,#4F69C6,,No,Yes,Yes,Yes,1,6698,226.890756302521,0.601010101010101,0.7764705882352941,46.7650214400634,-14.01382117863356,-79.60963050696724,-1.7450428921191996
Forest Green,#5FA777,2013,#5FA777,"Known as ""Dark Green"", 1949–1958.[2]",No,No,No,Yes,1,6699,140,0.4311377245508982,0.6549019607843137,62.8446402035342,-34.01787797659287,29.71095259661864,2.4236739370281826
Eggplant,#614051,2013,#614051,,No,No,No,No,1,6700,329.0909090909091,0.34020618556701027,0.3803921568627451,31.35334506290713,18.04579380466019,-7.766950076405491,-0.4064374804576489
Fern,#63B76C,2013,#63B76C,,No,No,No,No,1,6701,126.42857142857143,0.45901639344262296,0.7176470588235294,67.72540190209007,-39.73641846194237,46.601820105501844,2.2768439457425718
Blue-Violet,#6456B7,2013,#6456B7,"Known as ""Violet"" 1949–1958.[2]",Yes,Yes,Yes,Yes,1,6702,248.65979381443296,0.5300546448087431,0.7176470588235294,42.43423734530124,-0.5136602286819124,-75.94747877531621,-1.5775595848391462
Purple Heart,#652DC1,2013,#652DC1,,No,No,No,No,1,6703,262.7027027027027,0.7668393782383419,0.7568627450980392,34.989009674622544,7.571466540512589,-95.97728565255889,-1.49207125876979
Royal Purple,#6B3FA0,2013,#6B3FA0,,No,No,No,No,1,6704,267.21649484536084,0.60625,0.6274509803921569,36.40187735901458,11.54179790331574,-67.84182054757454,-1.4022817008580408
Turquoise Blue,#6CDAE7,2013,#6CDAE7,"Available only in bulk, 1935–1949.[2]",No,No,No,Yes,1,6705,186.34146341463415,0.5324675324675324,0.9058823529411765,81.344476712868,-46.29770463656392,-20.967260383940346,-2.716347090351984
Sky Blue,#76D7EA,2013,#76D7EA,,No,No,Yes,Yes,1,6706,189.82758620689654,0.4957264957264957,0.9176470588235294,80.95455904757856,-42.23627013057703,-25.133701424986814,-2.6048031686238526
Wild Blue Yonder,#7A89B8,2013,#7A89B8,,No,No,No,No,1,6707,225.48387096774195,0.3369565217391304,0.7215686274509804,57.54830182045556,-9.78264521151377,-40.96483806301972,-1.8052119405309193
Asparagus,#7BA05B,2013,#7BA05B,,No,No,No,Yes,1,6708,92.17391304347825,0.43124999999999997,0.6274509803921569,61.746927369925146,-18.494523707341738,44.139502763889816,1.9675753524588238
Vivid Violet,#803790,2013,#803790,,No,No,No,No,1,6709,289.2134831460674,0.6180555555555556,0.5647058823529412,36.62276454399136,28.522886952414208,-54.513409354138034,-1.088740256042963
Violet (II),#8359A3,2013,#8359A3,"""Violet (Purple)"" on labels.[2]",Yes,Yes,Yes,Yes,2,6710,274.05405405405406,0.4539877300613497,0.6392156862745098,45.10156909485657,15.678276875713848,-53.02364732100784,-1.2833032859407385
Shadow,#837050,2013,#837050,,No,No,No,No,1,6711,37.64705882352943,0.38931297709923657,0.5137254901960784,48.25189158591289,14.074092670783513,24.43894478808837,1.0482950201803696
Fuzzy Wuzzy,#87421F,2013,#87421F,"Known as ""Fuzzy Wuzzy Brown"", 1998–2005.[2]",No,No,No,No,1,6712,20.192307692307693,0.7703703703703704,0.5294117647058824,36.267155135874376,53.4446644012543,26.959603788770753,0.46719295806591804
Gray,#8B8680,2013,#8B8680,"As ""Middle Grey"", part of the Munsell line, 1926–1944. Spelled ""Grey"" on labels, but ""Gray"" on boxes. Also called ""Neutral Grey"", 1930–1956.[2]",No,Yes,Yes,Yes,1,6713,32.7272727272728,0.07913669064748194,0.5450980392156862,56.18566564154976,3.265113946433665,5.246163186023548,1.014082326893176
Manatee,#8D90A1,2013,#8D90A1,,No,No,No,No,1,6714,231.00000000000003,0.12422360248447196,0.6313725490196078,60.0529148348558,-2.5989422575969194,-14.0618242079119,-1.753556513260804
Plum,#8E3179,2013,#8E3179,,No,No,No,Yes,1,6715,313.5483870967742,0.6549295774647887,0.5568627450980392,36.610336293094,46.32878824274675,-35.126081006446086,-0.6487229181689922
Beaver,#926F5B,2013,#926F5B,,No,No,No,No,1,6716,21.818181818181827,0.37671232876712324,0.5725490196078431,49.78144797400245,24.29295476699314,18.63655993599607,0.6543927548921262
Cornflower,#93CCEA,2013,#93CCEA,,No,No,No,Yes,1,6717,200.68965517241378,0.3717948717948718,0.9176470588235294,79.22890219619435,-28.013503869546845,-30.990299683466215,-2.305786315171107
Sea Green,#93DFB8,2013,#93DFB8,"Known as ""Light Green"", 1949–1958.[2]",No,No,No,Yes,1,6718,149.21052631578948,0.3408071748878924,0.8745098039215686,83.14512265605376,-36.62743916122522,22.70588414971838,2.5866586188820992
Aquamarine,#95E0E8,2013,#95E0E8,"Known as ""Light Turquoise Blue"", 1949–1958.[2]",No,No,No,No,1,6719,185.78313253012047,0.35775862068965514,0.9098039215686274,84.75288620135726,-35.519241289858265,-14.239010088369618,-2.7603265122188447
Blue Bell,#9999CC,2013,#9999CC,,No,No,No,No,1,6720,240,0.25000000000000006,0.8,64.89386917941228,-3.04041093504436,-42.12688253640733,-1.6428441054492924
Granny Smith Apple,#9DE093,2013,#9DE093,,No,No,No,Yes,1,6721,112.2077922077922,0.34375000000000006,0.8784313725490196,83.22328093735337,-33.16409243464355,49.13030918005404,2.164561846419314
Sepia,#9E5B40,2013,#9E5B40,"Available only in bulk, 1935–1939.[2]",No,No,No,Yes,2,6722,17.23404255319149,0.5949367088607596,0.6196078431372549,45.80259678429802,50.275667895968034,25.863740446678854,0.4751315966498301
Jazzberry Jam,#A50B5E,2013,#A50B5E,,No,No,No,No,1,6723,327.6623376623376,0.9333333333333333,0.6470588235294118,36.0787351615479,83.79419311784721,-16.051124957948478,-0.1892615124895111
Cadet Blue,#A9B2C3,2013,#A9B2C3,,No,No,Yes,Yes,1,6724,219.23076923076923,0.1333333333333333,0.7647058823529411,72.37215614709565,-5.790594425234,-14.767938724048564,-1.944478889197267
Brown,#AF593E,2013,#AF593E,,Yes,Yes,Yes,Yes,1,6725,14.336283185840703,0.6457142857142857,0.6862745098039216,47.76356522862562,65.9437890034936,28.102030622892432,0.4028453944994467
Inchworm,#AFE313,2013,#AFE313,,No,No,No,No,1,6726,75,0.9162995594713657,0.8901960784313725,84.01733899595368,-25.664047472508084,95.17080320851358,1.834194063680528
Olive Green,#B5B35C,2013,#B5B35C,,No,No,No,Yes,1,6727,58.65168539325841,0.49171270718232046,0.7098039215686275,71.44474964812512,5.367083173803834,56.22583130670103,1.4756288511895663
Chestnut,#B94E48,2013,#B94E48,"Known as ""Indian Red"" before 1999.[2]",No,No,Yes,Yes,1,6728,3.1858407079646067,0.6108108108108108,0.7254901960784313,47.27985497480359,80.05938487537986,20.291138308939605,0.24822410044887197
Red-Violet,#BB3385,2013,#BB3385,,Yes,Yes,Yes,Yes,1,6729,323.8235294117647,0.7272727272727272,0.7333333333333333,45.121213745813655,76.18308326030478,-30.53390325280564,-0.3811927146929185
Fuchsia,#C154C1,2013,#C154C1,,No,No,No,No,1,6730,300,0.56476683937823835,0.7568627450980392,53.52488199341056,49.9697712503715,-64.59107959896421,-0.9123410535075551
Maroon,#C32148,2013,#C32148,"Known as ""Dark Red"", 1949–1958.[2]",No,No,No,No,1,6731,345.55555555555554,0.8307692307692308,0.7647058823529411,43.005297082339176,111.54689356866778,9.768500000584952,0.08735019243914321
Periwinkle,#C3CDE6,2013,#C3CDE6,,No,No,No,Yes,1,6732,222.85714285714283,0.15217391304347833,0.9019607843137255,82.36632062882803,-6.703557164527456,-21.32686147635391,-1.8753425980142957
Yellow-Green,#C5E17A,2013,#C5E17A,,Yes,Yes,Yes,Yes,1,6733,76.31067961165047,0.45777777777777773,0.8823529411764706,85.56765288655384,-12.490807986239922,65.44524626153832,1.759387120656319
Brick Red,#C62D42,2013,#C62D42,,No,No,No,Yes,1,6734,351.7647058823529,0.7727272727272727,0.7764705882352941,44.631301794793224,111.00630026042852,16.000004279129612,0.14315011123207472
Antique Brass,#C88A65,2013,#C88A65,Metallic; swatch represents nominal hue only.[2],No,No,No,No,1,6735,22.424242424242422,0.495,0.7843137254901961,62.84267377423318,45.68527670101986,32.77768565177313,0.6223529495772262
Wisteria,#C9A0DC,2013,#C9A0DC,,No,No,Yes,Yes,1,6736,281,0.27272727272727276,0.8627450980392157,71.36925108674855,18.514884606037537,-42.654787881325134,-1.1612739659852351
Silver,#C9C0BB,2013,#C9C0BB,"Metallic; swatch represents nominal hue only. Available only in bulk, 1915–1944.[2]",No,No,No,Yes,1,6737,21.428571428571466,0.06965174129353237,0.788235294117647,78.28948433216873,5.530666282726317,4.980151351900781,0.7330699452623465
Mahogany,#CA3435,2013,#CA3435,,No,No,No,Yes,1,6738,359.59999999999997,0.7425742574257425,0.792156862745098,46.00657816031264,113.97406664963786,24.237570080604733,0.20953717457511384
Raw Sienna,#D27D46,2013,#D27D46,,No,No,No,Yes,1,6739,23.57142857142857,0.6666666666666666,0.8235294117647058,60.61768260037097,66.75431598454,43.14648258693831,0.5738032430060996
Purple Mountains' Majesty,#D6AEDD,2013,#D6AEDD,"Also found as ""Purple Mountain Majesty"" and ""Purple Mountain's Majesty.""[2]",No,No,No,Yes,1,6740,291.06382978723406,0.21266968325791855,0.8666666666666667,75.93990194505015,19.49745585357285,-31.985257931840327,-1.0233651527338854
Timberwolf,#D9D6CF,2013,#D9D6CF,,No,No,Yes,Yes,1,6741,42.00000000000005,0.04608294930875573,0.8509803921568627,85.6804595266287,2.114103101630996,5.766234354235161,1.2193794821755284
Cerise,#DA3287,2013,#DA3287,,No,No,No,No,1,6742,329.6428571428571,0.7706422018348624,0.8549019607843137,50.61693430812241,100.5182670010624,-22.621400675305466,-0.22135980440688258
Copper,#DA8A67,2013,#DA8A67,Metallic; swatch represents nominal hue only.[2],No,No,No,No,2,6743,18.260869565217387,0.5275229357798165,0.8549019607843137,65.0142891837419,59.4920251877668,33.713821989424325,0.5155703109840074
Blush,#DB5079,2013,#DB5079,"Known as ""Cranberry"", 1998–2005.[2]",No,No,No,No,1,6744,342.3021582733813,0.634703196347032,0.8588235294117647,54.21956093397601,93.68634350737811,-2.6712799111664243,-0.028505289612765224
Tumbleweed,#DEA681,2013,#DEA681,,No,No,No,Yes,1,6745,23.870967741935488,0.41891891891891897,0.8705882352941177,72.48839998764717,40.12223359575062,32.80141998874503,0.6853432782909632
Orchid,#E29CD2,2013,#E29CD2,"Known as ""Medium Red-Violet"", 1949–1958.[2]",No,No,No,No,1,6746,313.7142857142857,0.3097345132743362,0.8862745098039215,72.62832276371593,37.55296404214828,-31.98165913985408,-0.7054462141564943
Razzmatazz,#E30B5C,2013,#E30B5C,,No,No,No,No,1,6747,337.5,0.9515418502202644,0.8901960784313725,48.695623675489855,134.3591602485993,3.909482044651053,0.02908904221073185
Gold (II),#E6BE8A,2013,#E6BE8A,"Metallic; swatch represents nominal hue only. Available only in bulk, 1953–1956.[2]",No,No,No,Yes,1,6748,33.913043478260875,0.4,0.9019607843137255,79.32133398121329,29.344231338304724,40.711859226417126,0.9462607763522352
Mango Tango,#E77200,2013,#E77200,,No,No,No,No,1,6749,29.610389610389614,1,0.9058823529411765,60.806819459434465,97.68547723329227,55.55176235034369,0.5170715462527982
Burnt Sienna,#E97451,2013,#E97451,,No,No,No,Yes,1,6750,13.81578947368421,0.6523605150214592,0.9137254901960784,62.0092309552324,91.08654854624723,37.24933338426947,0.38819320133806307
Spring Green,#ECEBBD,2013,#ECEBBD,,No,No,No,Yes,1,6751,58.72340425531912,0.19915254237288135,0.9254901960784314,92.09817627133636,3.02683464620128,33.68743779652727,1.4811864087078783
Red,#ED0A3F,2013,#ED0A3F,,Yes,Yes,Yes,Yes,1,6752,345.9911894273128,0.9578059071729959,0.9294117647058824,50.199683388101846,151.80750426569284,21.28291551115836,0.13928888334344805
Desert Sand,#EDC9AF,2013,#EDC9AF,,No,No,No,No,1,6753,25.161290322580637,0.2616033755274262,0.9294117647058824,83.37672808267962,24.177192275246803,23.55939861093045,0.7724571643593175
Almond,#EED9C4,2013,#EED9C4,,No,No,No,No,1,6754,29.99999999999998,0.17647058823529407,0.9333333333333333,87.86739050184086,13.888904566734938,18.273979978702513,0.920902298000647
Mauvelous,#F091A9,2013,#F091A9,,No,No,No,Yes,1,6755,344.8421052631579,0.39583333333333337,0.9411764705882353,70.62509692479888,60.81499289753996,-3.142197060304611,-0.051622227494796544
Green-Yellow,#F1E788,2013,#F1E788,,No,Yes,Yes,Yes,1,6756,54.28571428571429,0.43568464730290457,0.9450980392156862,90.61192142779778,11.04942898492803,63.60266896285853,1.3987871967159835
Magenta,#F653A6,2013,#F653A6,"Same color as ""Permanent Magenta"" (1903–?).[2]",No,No,No,Yes,1,6757,329.44785276073617,0.66260162601626,0.9647058823529412,60.37129020302473,98.6734250497208,-27.750310886905687,-0.27415251934650364
Violet-Red,#F7468A,2013,#F7468A,,No,Yes,Yes,Yes,1,6758,336.94915254237293,0.7165991902834008,0.9686274509803922,58.03232609668177,115.18555550525647,-10.668807947141405,-0.09235927905145494
Pink Sherbert,#F7A38E,2013,#F7A38E,"Known as ""Brink Pink"", 1998–2005.[2]",No,No,No,No,1,6759,11.999999999999991,0.42510121457489874,0.9686274509803922,74.77812828805573,59.24672115387963,26.22421879462243,0.4167059337925211
Tan,#FA9D5A,2013,#FA9D5A,,No,No,Yes,Yes,1,6760,25.125000000000004,0.64,0.9803921568627451,73.01107486302114,72.53765127564127,51.69321523837761,0.6191587563375205
Lavender (II),#FBAED2,2013,#FBAED2,,No,No,No,Yes,1,6761,331.94805194805195,0.3067729083665338,0.984313725490196,79.29268285157781,44.946633016160355,-16.29898381963692,-0.3478816147289824
Banana Mania,#FBE7B2,2013,#FBE7B2,,No,No,No,No,1,6762,43.56164383561645,0.2908366533864542,0.984313725490196,92.07723430466467,15.337307570108244,40.028506322738224,1.2048912707373944
Yellow,#FBE870,2013,#FBE870,,Yes,Yes,Yes,Yes,1,6763,51.79856115107914,0.5537848605577689,0.984313725490196,91.41291044282949,18.17527675491036,75.66410874903295,1.3350527778568244
Pink Flamingo,#FC74FD,2013,#FC74FD,,No,No,No,No,1,6764,299.5620437956204,0.5415019762845851,0.9921568627450981,69.66937950959623,62.719376622751014,-82.23064615858574,-0.9192007822881813
Tickle Me Pink,#FC80A5,2013,#FC80A5,,No,No,No,Yes,1,6765,342.09677419354836,0.4920634920634921,0.9882352941176471,68.64630761543566,80.8045400756644,-6.302122558668987,-0.0778346222105438
Goldenrod,#FCD667,2013,#FCD667,"Known as ""Medium Chrome Yellow"" (1903–?) and ""Medium Yellow"" (1903–1958).[2]",No,No,No,Yes,1,6766,44.697986577181204,0.5912698412698413,0.9882352941176471,86.88474798694952,31.36154563093499,71.28489532038033,1.1563342116376292
Scarlet,#FD0E35,2013,#FD0E35,"Known as ""Torch Red"", 1998.[2]",No,Yes,Yes,Yes,1,6767,350.2092050209205,0.9446640316205533,0.9921568627450981,53.449961796852776,165.3174466410118,28.475142599225187,0.17057151564787573
Apricot,#FDD5B1,2013,#FDD5B1,,No,Yes,Yes,Yes,1,6768,28.421052631578956,0.3003952569169961,0.9921568627450981,87.79908605728534,27.538870387397324,30.8291590817841,0.8417099856448933
Piggy Pink,#FDD7E4,2013,#FDD7E4,"Originally called ""Pig Pink.""",No,No,No,No,1,6769,339.4736842105263,0.15019762845849804,0.9921568627450981,89.43364227561327,21.66076349350737,-4.984237703815743,-0.2261675718671619
Sunset Orange,#FE4C40,2013,#FE4C40,,No,No,No,No,1,6770,3.7894736842105314,0.7480314960629921,0.996078431372549,58.61763190437904,139.21806521560154,34.34736456028323,0.24188573274214234
Bittersweet,#FE6F5E,2013,#FE6F5E,,No,No,No,Yes,1,6771,6.374999999999997,0.6299212598425197,0.996078431372549,64.36598144186019,109.7167596436707,32.046542714480985,0.2841789549826612
Melon,#FEBAAD,2013,#FEBAAD,,No,No,Yes,Yes,1,6772,9.629629629629619,0.3188976377952756,0.996078431372549,81.40664256848707,45.323068613998245,18.656614153974875,0.39049713253601265
Dandelion,#FED85D,2013,#FED85D,,No,Yes,Yes,Yes,1,6773,45.838509316770185,0.6338582677165354,0.996078431372549,87.47374927483874,31.912794674954757,76.02918699055351,1.1733859725695897
Wild Strawberry,#FF3399,2013,#FF3399,,No,No,No,Yes,1,6774,330,0.8,1,57.97391337006695,122.37713975848358,-24.152914877073588,-0.19486023906377223
Red-Orange,#FF681F,2013,#FF681F,,Yes,Yes,Yes,Yes,1,6775,19.553571428571427,0.8784313725490196,1,62.731595140609215,124.45565433024552,50.97508646702895,0.38874133239565334
Burnt Orange,#FF7034,2013,#FF7034,,No,No,No,Yes,1,6776,17.733990147783256,0.7960784313725491,1,64.24391535421844,116.27271874465903,48.79083524655494,0.3973084165840744
Orange,#FF8833,2013,#FF8833,,Yes,Yes,Yes,Yes,1,6777,25.000000000000004,0.8,1,68.83329181778008,97.0564869098508,57.18757085844252,0.5324549201282734
Salmon,#FF91A4,2013,#FF91A4,,No,No,No,Yes,1,6778,349.6363636363636,0.43137254901960786,1,72.35927603259462,73.1552950141678,3.4247312458326804,0.046780382043444244
Vivid Tangerine,#FF9980,2013,#FF9980,,No,No,No,No,1,6779,11.811023622047243,0.4980392156862745,1,73.28923021323497,74.44689434643658,31.076177827187795,0.3954391923889477
Carnation Pink,#FFA6C9,2013,#FFA6C9,"Known as ""Rose Pink"" (1903–1958) and ""Pink"" (1903–1917).[2]",Yes,Yes,Yes,Yes,1,6780,336.4044943820225,0.34901960784313724,1,77.7290870062915,53.687161164180914,-13.116442293684377,-0.2396185603194647
Yellow-Orange,#FFAE42,2013,#FFAE42,,Yes,Yes,Yes,Yes,1,6781,34.285714285714285,0.7411764705882353,1,77.23937461157902,65.32469683788781,67.43675308243468,0.8013054775767018
Cotton Candy,#FFB7D5,2013,#FFB7D5,,No,No,No,No,1,6782,335,0.2823529411764706,1,81.80241736543877,42.265483159776544,-12.584251021152951,-0.28938485228032007
Macaroni and Cheese,#FFB97B,2013,#FFB97B,"Also found as ""Macaroni & Cheese"" and ""Macaroni-n-Cheese"".[2]",No,No,No,Yes,1,6783,28.181818181818176,0.5176470588235293,1,80.3998692412357,52.43404383985974,48.93923695743512,0.750937176095189
Peach,#FFCBA4,2013,#FFCBA4,"Known as ""Flesh Tint"" (1903–1949), ""Flesh"" (1949–1956, 1958–1962), and ""Pink Beige"" (1956–1958).[2]",No,No,Yes,Yes,1,6784,25.7142857142857,0.35686274509803917,1,85.3298116668609,36.32551350143166,34.056666043149086,0.7531732158451158
Canary,#FFFF99,2013,#FFFF99,,No,No,No,No,1,6785,60,0.4,1,98.06632671241346,4.876816203755877,67.6023737809701,1.4987813608537826
White,#FFFFFF,2013,#FFFFFF,,Yes,Yes,Yes,Yes,1,6786,0,0,1,100,-5.495002378064218e-4,0.007667209400868957,1.6423428667927635
Black,#000000,2014,#000000,,Yes,Yes,Yes,Yes,1,6787,0,0,0,0,-0,-0,-3.141592653589793
Midnight Blue,#003366,2014,#003366,"Known as ""Prussian Blue"", 1903–1958.[2]",No,No,No,No,1,6788,210,1,0.4,21.30642136768597,-11.923631511311243,-40.11169042700177,-1.8597381646766922
